,Area Code (ISO3),Area,Item,Value
576,FSM,"Micronesia, Fed. Sts.",Figs,0.0
577,NRU,Nauru,Figs,0.0
578,NIC,Nicaragua,Figs,0.0
579,NIU,Niue,Figs,0.0
580,PRK,North Korea,Figs,0.0
581,SLB,Solomon Islands,Figs,0.0
582,KNA,St. Kitts and Nevis,Figs,0.0
583,LCA,St. Lucia,Figs,0.0
584,VCT,St. Vincent and the Grenadines,Figs,0.0
585,TLS,Timor-Leste,Figs,0.0
586,TON,Tonga,Figs,0.0
587,TKM,Turkmenistan,Figs,0.0
588,TUV,Tuvalu,Figs,0.0
589,URY,Uruguay,Figs,0.0
590,VUT,Vanuatu,Figs,0.0
591,VEN,Venezuela,Figs,0.0
592,BDI,Burundi,Figs,0.0
593,TCD,Chad,Figs,0.0
594,WSM,Samoa,Figs,0.0
595,TKL,Tokelau,Figs,0.0
596,PRI,Puerto Rico,Figs,0.0
597,AFG,Afghanistan,Castor oil seeds,0.0
598,DZA,Algeria,Castor oil seeds,0.0
599,AGO,Angola,Castor oil seeds,4171.23
600,ATG,Antigua and Barbuda,Castor oil seeds,0.0
601,ARG,Argentina,Castor oil seeds,0.0
602,AUS,Australia,Castor oil seeds,2.5399613907998053
603,AUT,Austria,Castor oil seeds,0.0
604,AZE,Azerbaijan,Castor oil seeds,0.0
605,BHS,Bahamas,Castor oil seeds,0.0
606,BHR,Bahrain,Castor oil seeds,0.1899977199291223
607,BRB,Barbados,Castor oil seeds,0.0
608,BLR,Belarus,Castor oil seeds,0.0
609,BEL,Belgium,Castor oil seeds,0.0
610,BTN,Bhutan,Castor oil seeds,0.0
611,BIH,Bosnia and Herzegovina,Castor oil seeds,0.0
612,BWA,Botswana,Castor oil seeds,0.0
613,BRN,Brunei Darussalam,Castor oil seeds,0.0
614,BGR,Bulgaria,Castor oil seeds,0.0
615,BFA,Burkina Faso,Castor oil seeds,0.0
616,CPV,Cabo Verde,Castor oil seeds,71.11
617,CMR,Cameroon,Castor oil seeds,0.0
618,CAN,Canada,Castor oil seeds,0.0923622323927202
619,CAF,Central African Republic,Castor oil seeds,0.0
620,CHN,China,Castor oil seeds,25740.37016176779
621,COL,Colombia,Castor oil seeds,0.0
622,CIV,Cote d'Ivoire,Castor oil seeds,0.0
623,HRV,Croatia,Castor oil seeds,0.0
624,CUB,Cuba,Castor oil seeds,0.0
625,CYP,Cyprus,Castor oil seeds,0.0
626,CZE,Czechia,Castor oil seeds,0.0
627,COD,DR Congo,Castor oil seeds,0.0
628,DNK,Denmark,Castor oil seeds,0.0
629,DOM,Dominican Republic,Castor oil seeds,0.0
630,EGY,Egypt,Castor oil seeds,0.0
631,GNQ,Equatorial Guinea,Castor oil seeds,0.0
632,EST,Estonia,Castor oil seeds,0.0
633,SWZ,Eswatini,Castor oil seeds,0.3299643530620874
634,FJI,Fiji,Castor oil seeds,0.0
635,FIN,Finland,Castor oil seeds,0.0
636,FRA,France,Castor oil seeds,0.0
637,GEO,Georgia,Castor oil seeds,0.0
638,DEU,Germany,Castor oil seeds,0.0
639,GHA,Ghana,Castor oil seeds,0.0
640,GRC,Greece,Castor oil seeds,0.0
641,GTM,Guatemala,Castor oil seeds,0.0
642,GIN,Guinea,Castor oil seeds,0.0
643,GNB,Guinea-Bissau,Castor oil seeds,0.0
644,GUY,Guyana,Castor oil seeds,0.0
645,HTI,Haiti,Castor oil seeds,1561.91
646,HKG,Hong Kong,Castor oil seeds,0.8299434429992288
647,HUN,Hungary,Castor oil seeds,0.0
648,IND,India,Castor oil seeds,1835785.8220248567
649,IDN,Indonesia,Castor oil seeds,1413.76
650,IRN,Iran,Castor oil seeds,26.29
651,IRQ,Iraq,Castor oil seeds,3.049954398282011
652,IRL,Ireland,Castor oil seeds,0.0
653,ISR,Israel,Castor oil seeds,0.0
654,ITA,Italy,Castor oil seeds,0.0
655,JAM,Jamaica,Castor oil seeds,0.0
656,JPN,Japan,Castor oil seeds,0.0
657,JOR,Jordan,Castor oil seeds,0.0
658,KEN,Kenya,Castor oil seeds,2933.981419307902
659,KWT,Kuwait,Castor oil seeds,0.0021817850171508
660,LBN,Lebanon,Castor oil seeds,0.0
661,LSO,Lesotho,Castor oil seeds,0.0
662,LBR,Liberia,Castor oil seeds,0.0
663,LTU,Lithuania,Castor oil seeds,0.0
664,LUX,Luxembourg,Castor oil seeds,0.0
665,MAC,Macau,Castor oil seeds,0.0
666,MDG,Madagascar,Castor oil seeds,2712.19
667,MWI,Malawi,Castor oil seeds,0.0
668,MYS,Malaysia,Castor oil seeds,0.0698964078802333
669,MDV,Maldives,Castor oil seeds,0.3099960235050797
670,MLI,Mali,Castor oil seeds,0.0
671,MLT,Malta,Castor oil seeds,0.0
672,MHL,Marshall Islands,Castor oil seeds,0.0
673,MRT,Mauritania,Castor oil seeds,0.0
674,MDA,Moldova,Castor oil seeds,0.0
675,MOZ,Mozambique,Castor oil seeds,72849.71274429877
676,MMR,Myanmar,Castor oil seeds,10811.00104356431
677,NAM,Namibia,Castor oil seeds,0.0099989197897602
678,NPL,Nepal,Castor oil seeds,17.24973779184907
679,NLD,Netherlands,Castor oil seeds,0.0
680,NZL,New Zealand,Castor oil seeds,0.6999893596692377
681,NER,Niger,Castor oil seeds,0.0
682,NGA,Nigeria,Castor oil seeds,0.0
683,MKD,North Macedonia,Castor oil seeds,0.0
684,NOR,Norway,Castor oil seeds,0.0
685,OMN,Oman,Castor oil seeds,0.3798497866752693
686,PAK,Pakistan,Castor oil seeds,998.8203900740864
687,PSE,Palestine,Castor oil seeds,0.0
688,PAN,Panama,Castor oil seeds,0.4499931597873671
689,PNG,Papua New Guinea,Castor oil seeds,0.0
690,PER,Peru,Castor oil seeds,0.0
691,PHL,Philippines,Castor oil seeds,37.79999452782989
692,POL,Poland,Castor oil seeds,0.0
693,PRT,Portugal,Castor oil seeds,0.0
694,QAT,Qatar,Castor oil seeds,0.0
695,ROU,Romania,Castor oil seeds,0.0297329572372423
696,RUS,Russia,Castor oil seeds,7.7
697,RWA,Rwanda,Castor oil seeds,0.0
698,SAU,Saudi Arabia,Castor oil seeds,14.999771992912237
699,SEN,Senegal,Castor oil seeds,0.0
700,SRB,Serbia,Castor oil seeds,0.1313437994232956
701,SYC,Seychelles,Castor oil seeds,0.0
702,SLE,Sierra Leone,Castor oil seeds,0.0
703,SGP,Singapore,Castor oil seeds,256.0
704,SVK,Slovakia,Castor oil seeds,0.0
705,SVN,Slovenia,Castor oil seeds,0.0
706,SOM,Somalia,Castor oil seeds,0.0
707,ZAF,South Africa,Castor oil seeds,6479.879989360228
708,KOR,South Korea,Castor oil seeds,117.08999999999996
709,SSD,South Sudan,Castor oil seeds,0.0
710,ESP,Spain,Castor oil seeds,0.0
711,LKA,Sri Lanka,Castor oil seeds,2.0599735755498854
712,SDN,Sudan,Castor oil seeds,1000.0
713,SUR,Suriname,Castor oil seeds,0.42
714,SWE,Sweden,Castor oil seeds,0.0
715,CHE,Switzerland,Castor oil seeds,0.0
716,SYR,Syria,Castor oil seeds,1548.81
717,TWN,Taiwan,Castor oil seeds,0.0
718,TZA,Tanzania,Castor oil seeds,2916.0559841776703
719,THA,Thailand,Castor oil seeds,13175.299848398356
720,TGO,Togo,Castor oil seeds,79.36
721,TTO,Trinidad and Tobago,Castor oil seeds,0.0
722,TUR,Türkiye,Castor oil seeds,0.0
723,UGA,Uganda,Castor oil seeds,1000.0
724,UKR,Ukraine,Castor oil seeds,0.0
725,ARE,United Arab Emirates,Castor oil seeds,155.7232717915752
726,GBR,United Kingdom,Castor oil seeds,0.0
727,USA,United States,Castor oil seeds,0.0
728,VNM,Vietnam,Castor oil seeds,8953.05
729,YEM,Yemen,Castor oil seeds,0.0
730,ZMB,Zambia,Castor oil seeds,0.0
731,ZWE,Zimbabwe,Castor oil seeds,0.0
732,BEN,Benin,Castor oil seeds,641.96
733,FRO,Faroe Islands,Castor oil seeds,0.0
734,GAB,Gabon,Castor oil seeds,0.0
735,ISL,Iceland,Castor oil seeds,0.0
736,ALB,Albania,Castor oil seeds,0.0
737,ARM,Armenia,Castor oil seeds,0.0
738,BGD,Bangladesh,Castor oil seeds,275.21
739,BOL,Bolivia,Castor oil seeds,0.0
740,BRA,Brazil,Castor oil seeds,36609.58
741,KHM,Cambodia,Castor oil seeds,1283.99
742,CHL,Chile,Castor oil seeds,0.0
743,COM,Comoros,Castor oil seeds,0.0
744,COG,Congo Republic,Castor oil seeds,0.0
745,DJI,Djibouti,Castor oil seeds,0.0
746,ECU,Ecuador,Castor oil seeds,3000.0
747,SLV,El Salvador,Castor oil seeds,0.0
748,ERI,Eritrea,Castor oil seeds,0.0
749,ETH,Ethiopia,Castor oil seeds,6368.000358804359
750,GMB,Gambia,Castor oil seeds,0.0
751,KAZ,Kazakhstan,Castor oil seeds,0.0
752,LVA,Latvia,Castor oil seeds,0.0
753,LBY,Libya,Castor oil seeds,0.0
754,MUS,Mauritius,Castor oil seeds,1.999969599054965
755,MEX,Mexico,Castor oil seeds,3123.11
756,MNG,Mongolia,Castor oil seeds,0.0
757,MNE,Montenegro,Castor oil seeds,0.0
758,MAR,Morocco,Castor oil seeds,177.61969599054964
759,NCL,New Caledonia,Castor oil seeds,0.0
760,STP,Sao Tome and Principe,Castor oil seeds,0.0
761,TJK,Tajikistan,Castor oil seeds,2.399051284264859
762,TUN,Tunisia,Castor oil seeds,0.0
763,UZB,Uzbekistan,Castor oil seeds,0.0
764,KGZ,Kyrgyz Republic,Castor oil seeds,1.5094030996833068
765,PRY,Paraguay,Castor oil seeds,5190.0
766,BLZ,Belize,Castor oil seeds,0.0
767,COK,Cook Islands,Castor oil seeds,0.0
768,CRI,Costa Rica,Castor oil seeds,0.0
769,DMA,Dominica,Castor oil seeds,0.0
770,PYF,French Polynesia,Castor oil seeds,0.0
771,GRD,Grenada,Castor oil seeds,0.0
772,HND,Honduras,Castor oil seeds,0.0
773,KIR,Kiribati,Castor oil seeds,0.0
774,LAO,Laos,Castor oil seeds,0.0
775,FSM,"Micronesia, Fed. Sts.",Castor oil seeds,0.0
776,NRU,Nauru,Castor oil seeds,0.0
777,NIC,Nicaragua,Castor oil seeds,0.0
778,NIU,Niue,Castor oil seeds,0.0
779,PRK,North Korea,Castor oil seeds,0.0
780,SLB,Solomon Islands,Castor oil seeds,0.0
781,KNA,St. Kitts and Nevis,Castor oil seeds,0.0
782,LCA,St. Lucia,Castor oil seeds,0.0
783,VCT,St. Vincent and the Grenadines,Castor oil seeds,0.0
784,TLS,Timor-Leste,Castor oil seeds,0.0
785,TON,Tonga,Castor oil seeds,0.0
786,TKM,Turkmenistan,Castor oil seeds,0.0
787,TUV,Tuvalu,Castor oil seeds,0.0
788,URY,Uruguay,Castor oil seeds,0.0
789,VUT,Vanuatu,Castor oil seeds,0.0
790,VEN,Venezuela,Castor oil seeds,0.0
791,BDI,Burundi,Castor oil seeds,0.0
792,TCD,Chad,Castor oil seeds,0.0
793,WSM,Samoa,Castor oil seeds,0.0
794,TKL,Tokelau,Castor oil seeds,0.0
795,PRI,Puerto Rico,Castor oil seeds,0.0
796,AFG,Afghanistan,Carrots and turnips,0.0
797,DZA,Algeria,Carrots and turnips,447590.9914173682
798,AGO,Angola,Carrots and turnips,350.38843103310614
799,ATG,Antigua and Barbuda,Carrots and turnips,36.98711531885017
800,ARG,Argentina,Carrots and turnips,295170.6362502984
801,AUS,Australia,Carrots and turnips,165160.1346672083
802,AUT,Austria,Carrots and turnips,109266.79341121206
803,AZE,Azerbaijan,Carrots and turnips,29196.04931710496
804,BHS,Bahamas,Carrots and turnips,319.87120785184175
805,BHR,Bahrain,Carrots and turnips,7277.229931027681
806,BRB,Barbados,Carrots and turnips,404.1174159482066
807,BLR,Belarus,Carrots and turnips,177519.4423326546
808,BEL,Belgium,Carrots and turnips,201370.03880652096
809,BTN,Bhutan,Carrots and turnips,12172.231199451186
810,BIH,Bosnia and Herzegovina,Carrots and turnips,18520.084262462995
811,BWA,Botswana,Carrots and turnips,6390.130006021296
812,BRN,Brunei Darussalam,Carrots and turnips,1306.1356122761863
813,BGR,Bulgaria,Carrots and turnips,26393.615136192435
814,BFA,Burkina Faso,Carrots and turnips,162.24681461337045
815,CPV,Cabo Verde,Carrots and turnips,4748.025250642197
816,CMR,Cameroon,Carrots and turnips,0.0
817,CAN,Canada,Carrots and turnips,382655.4067743694
818,CAF,Central African Republic,Carrots and turnips,94.82555318670688
819,CHN,China,Carrots and turnips,17313365.847540054
820,COL,Colombia,Carrots and turnips,301119.6288796444
821,CIV,Cote d'Ivoire,Carrots and turnips,6066.108092088524
822,HRV,Croatia,Carrots and turnips,17280.83587321866
823,CUB,Cuba,Carrots and turnips,0.0
824,CYP,Cyprus,Carrots and turnips,5434.771568565914
825,CZE,Czechia,Carrots and turnips,71146.31316267491
826,COD,DR Congo,Carrots and turnips,461.3163325966084
827,DNK,Denmark,Carrots and turnips,80155.5667059764
828,DOM,Dominican Republic,Carrots and turnips,47285.31808095888
829,EGY,Egypt,Carrots and turnips,195711.999607543
830,GNQ,Equatorial Guinea,Carrots and turnips,72.9631504484563
831,EST,Estonia,Carrots and turnips,23023.18466341149
832,SWZ,Eswatini,Carrots and turnips,4410.779984742569
833,FJI,Fiji,Carrots and turnips,605.5393820017825
834,FIN,Finland,Carrots and turnips,85207.65918757253
835,FRA,France,Carrots and turnips,702881.0991290939
836,GEO,Georgia,Carrots and turnips,8904.157199484407
837,DEU,Germany,Carrots and turnips,1020861.2356597204
838,GHA,Ghana,Carrots and turnips,1801.007940602011
839,GRC,Greece,Carrots and turnips,18718.65322932025
840,GTM,Guatemala,Carrots and turnips,47113.08868162219
841,GIN,Guinea,Carrots and turnips,1.0399899059708064
842,GNB,Guinea-Bissau,Carrots and turnips,0.0
843,GUY,Guyana,Carrots and turnips,1806.2748967660168
844,HTI,Haiti,Carrots and turnips,1054.267272854072
845,HKG,Hong Kong,Carrots and turnips,47469.854600103536
846,HUN,Hungary,Carrots and turnips,91800.92018240782
847,IND,India,Carrots and turnips,0.0
848,IDN,Indonesia,Carrots and turnips,653297.1276876638
849,IRN,Iran,Carrots and turnips,303625.17340913
850,IRQ,Iraq,Carrots and turnips,16127.137182510476
851,IRL,Ireland,Carrots and turnips,72064.4952928091
852,ISR,Israel,Carrots and turnips,92013.80298014476
853,ITA,Italy,Carrots and turnips,400967.2836841386
854,JAM,Jamaica,Carrots and turnips,26227.507618688232
855,JPN,Japan,Carrots and turnips,673318.7352547604
856,JOR,Jordan,Carrots and turnips,23239.150180867066
857,KEN,Kenya,Carrots and turnips,343153.6877832551
858,KWT,Kuwait,Carrots and turnips,21043.55785757274
859,LBN,Lebanon,Carrots and turnips,11256.219528339514
860,LSO,Lesotho,Carrots and turnips,1797.149993783437
861,LBR,Liberia,Carrots and turnips,63.15574929222569
862,LTU,Lithuania,Carrots and turnips,36611.075060528725
863,LUX,Luxembourg,Carrots and turnips,5270.514330048932
864,MAC,Macau,Carrots and turnips,5849.99507370472
865,MDG,Madagascar,Carrots and turnips,9316.092417408729
866,MWI,Malawi,Carrots and turnips,4140.559936326098
867,MYS,Malaysia,Carrots and turnips,86379.16764608271
868,MDV,Maldives,Carrots and turnips,1746.346286905626
869,MLI,Mali,Carrots and turnips,15959.328137811464
870,MLT,Malta,Carrots and turnips,2498.366987608626
871,MHL,Marshall Islands,Carrots and turnips,1.8276775404120933
872,MRT,Mauritania,Carrots and turnips,19239.26782724198
873,MDA,Moldova,Carrots and turnips,25295.84888628371
874,MOZ,Mozambique,Carrots and turnips,3601.7698578508384
875,MMR,Myanmar,Carrots and turnips,1554.717373940784
876,NAM,Namibia,Carrots and turnips,3128.6542799795493
877,NPL,Nepal,Carrots and turnips,0.0060279449704914
878,NLD,Netherlands,Carrots and turnips,282780.41727424384
879,NZL,New Zealand,Carrots and turnips,75497.28308951882
880,NER,Niger,Carrots and turnips,58769.93956692824
881,NGA,Nigeria,Carrots and turnips,235241.40825932697
882,MKD,North Macedonia,Carrots and turnips,6546.758243659348
883,NOR,Norway,Carrots and turnips,62605.45290471475
884,OMN,Oman,Carrots and turnips,24344.17054775003
885,PAK,Pakistan,Carrots and turnips,289834.9339547403
886,PSE,Palestine,Carrots and turnips,5114.510811215802
887,PAN,Panama,Carrots and turnips,5142.306770862295
888,PNG,Papua New Guinea,Carrots and turnips,286.5197607324286
889,PER,Peru,Carrots and turnips,204073.21
890,PHL,Philippines,Carrots and turnips,84790.92524756936
891,POL,Poland,Carrots and turnips,702867.089840737
892,PRT,Portugal,Carrots and turnips,121132.31617863636
893,QAT,Qatar,Carrots and turnips,14181.771280742032
894,ROU,Romania,Carrots and turnips,147508.70155302403
895,RUS,Russia,Carrots and turnips,1570772.1130028784
896,RWA,Rwanda,Carrots and turnips,47287.79287823466
897,SAU,Saudi Arabia,Carrots and turnips,69479.65755900987
898,SEN,Senegal,Carrots and turnips,37827.6417426087
899,SRB,Serbia,Carrots and turnips,31705.884992569867
900,SYC,Seychelles,Carrots and turnips,558.7859338502973
901,SLE,Sierra Leone,Carrots and turnips,0.4966196155540626
902,SGP,Singapore,Carrots and turnips,31521.35795778851
903,SVK,Slovakia,Carrots and turnips,28078.96162567367
904,SVN,Slovenia,Carrots and turnips,14546.284389643632
905,SOM,Somalia,Carrots and turnips,19168.07127851802
906,ZAF,South Africa,Carrots and turnips,206420.9768966424
907,KOR,South Korea,Carrots and turnips,199586.6766431144
908,SSD,South Sudan,Carrots and turnips,54.19766116791022
909,ESP,Spain,Carrots and turnips,280513.70462867455
910,LKA,Sri Lanka,Carrots and turnips,199301.3494127833
911,SDN,Sudan,Carrots and turnips,41144.67
912,SUR,Suriname,Carrots and turnips,47.45787044839025
913,SWE,Sweden,Carrots and turnips,123680.71644002377
914,CHE,Switzerland,Carrots and turnips,70264.06299268497
915,SYR,Syria,Carrots and turnips,23025.381658939277
916,TWN,Taiwan,Carrots and turnips,106138.75233404954
917,TZA,Tanzania,Carrots and turnips,0.0
918,THA,Thailand,Carrots and turnips,107508.01200560178
919,TGO,Togo,Carrots and turnips,9.286515221025136
920,TTO,Trinidad and Tobago,Carrots and turnips,6368.379727720384
921,TUR,Türkiye,Carrots and turnips,501506.0789622929
922,UGA,Uganda,Carrots and turnips,19974.369996971604
923,UKR,Ukraine,Carrots and turnips,876426.9282600845
924,ARE,United Arab Emirates,Carrots and turnips,51163.52244001471
925,GBR,United Kingdom,Carrots and turnips,917059.0470118904
926,USA,United States,Carrots and turnips,1524628.6131371486
927,VNM,Vietnam,Carrots and turnips,134125.59998010614
928,YEM,Yemen,Carrots and turnips,15533.05
929,ZMB,Zambia,Carrots and turnips,256.3094810469876
930,ZWE,Zimbabwe,Carrots and turnips,295.9599177051284
931,BEN,Benin,Carrots and turnips,0.0
932,FRO,Faroe Islands,Carrots and turnips,359.1482740360346
933,GAB,Gabon,Carrots and turnips,311.5672031317403
934,ISL,Iceland,Carrots and turnips,1228.1100458376347
935,ALB,Albania,Carrots and turnips,11922.10491754662
936,ARM,Armenia,Carrots and turnips,14258.2490436473
937,BGD,Bangladesh,Carrots and turnips,34776.185917323724
938,BOL,Bolivia,Carrots and turnips,70063.0
939,BRA,Brazil,Carrots and turnips,0.0
940,KHM,Cambodia,Carrots and turnips,136.19846174225015
941,CHL,Chile,Carrots and turnips,169264.21361475278
942,COM,Comoros,Carrots and turnips,3.1889074806472526
943,COG,Congo Republic,Carrots and turnips,567.4642619126626
944,DJI,Djibouti,Carrots and turnips,707.8642037673875
945,ECU,Ecuador,Carrots and turnips,41528.35050570972
946,SLV,El Salvador,Carrots and turnips,30368.51996096271
947,ERI,Eritrea,Carrots and turnips,0.0
948,ETH,Ethiopia,Carrots and turnips,3.277115320088342e-05
949,GMB,Gambia,Carrots and turnips,1.9999249670726609
950,KAZ,Kazakhstan,Carrots and turnips,643979.7780558283
951,LVA,Latvia,Carrots and turnips,22870.29368874221
952,LBY,Libya,Carrots and turnips,36431.2093519768
953,MUS,Mauritius,Carrots and turnips,3392.589953931503
954,MEX,Mexico,Carrots and turnips,240880.96805329836
955,MNG,Mongolia,Carrots and turnips,66775.53667671443
956,MNE,Montenegro,Carrots and turnips,2480.7780878887875
957,MAR,Morocco,Carrots and turnips,386614.57453865046
958,NCL,New Caledonia,Carrots and turnips,282.2297917502306
959,STP,Sao Tome and Principe,Carrots and turnips,980.9481478189716
960,TJK,Tajikistan,Carrots and turnips,382069.84057165
961,TUN,Tunisia,Carrots and turnips,212128.90647901583
962,UZB,Uzbekistan,Carrots and turnips,2876031.0
963,KGZ,Kyrgyz Republic,Carrots and turnips,174323.2831328922
964,PRY,Paraguay,Carrots and turnips,14015.78369305352
965,BLZ,Belize,Carrots and turnips,1181.0144261628654
966,COK,Cook Islands,Carrots and turnips,0.0195880730749328
967,CRI,Costa Rica,Carrots and turnips,13968.377856219153
968,DMA,Dominica,Carrots and turnips,805.7998205181955
969,PYF,French Polynesia,Carrots and turnips,396.0198018260349
970,GRD,Grenada,Carrots and turnips,170.43779151487348
971,HND,Honduras,Carrots and turnips,20784.62
972,KIR,Kiribati,Carrots and turnips,7.629948677798239
973,LAO,Laos,Carrots and turnips,1436.209571382596
974,FSM,"Micronesia, Fed. Sts.",Carrots and turnips,0.0199976186761221
975,NRU,Nauru,Carrots and turnips,10.849930762354957
976,NIC,Nicaragua,Carrots and turnips,23931.63
977,NIU,Niue,Carrots and turnips,1.0793338141412263
978,PRK,North Korea,Carrots and turnips,10.099965871525738
979,SLB,Solomon Islands,Carrots and turnips,11.769920830627164
980,KNA,St. Kitts and Nevis,Carrots and turnips,76.2293821096124
981,LCA,St. Lucia,Carrots and turnips,441.19773163192406
982,VCT,St. Vincent and the Grenadines,Carrots and turnips,623.196896767067
983,TLS,Timor-Leste,Carrots and turnips,41.67814955227672
984,TON,Tonga,Carrots and turnips,0.0499940466903053
985,TKM,Turkmenistan,Carrots and turnips,72117.1
986,TUV,Tuvalu,Carrots and turnips,12.339918113127052
987,URY,Uruguay,Carrots and turnips,26083.452152348746
988,VUT,Vanuatu,Carrots and turnips,94.80116792844446
989,VEN,Venezuela,Carrots and turnips,225632.81
990,BDI,Burundi,Carrots and turnips,0.0
991,TCD,Chad,Carrots and turnips,0.0
992,WSM,Samoa,Carrots and turnips,0.0
993,TKL,Tokelau,Carrots and turnips,0.0
994,PRI,Puerto Rico,Carrots and turnips,0.0
995,AFG,Afghanistan,Cashewapple,0.0
996,DZA,Algeria,Cashewapple,0.0
997,AGO,Angola,Cashewapple,0.0
998,ATG,Antigua and Barbuda,Cashewapple,0.0
999,ARG,Argentina,Cashewapple,0.0
1000,AUS,Australia,Cashewapple,0.0
1001,AUT,Austria,Cashewapple,0.0
1002,AZE,Azerbaijan,Cashewapple,0.0
1003,BHS,Bahamas,Cashewapple,0.0
1004,BHR,Bahrain,Cashewapple,0.0
1005,BRB,Barbados,Cashewapple,0.0
1006,BLR,Belarus,Cashewapple,0.0
1007,BEL,Belgium,Cashewapple,0.0
1008,BTN,Bhutan,Cashewapple,0.0
1009,BIH,Bosnia and Herzegovina,Cashewapple,0.0
1010,BWA,Botswana,Cashewapple,0.0
1011,BRN,Brunei Darussalam,Cashewapple,0.0
1012,BGR,Bulgaria,Cashewapple,0.0
1013,BFA,Burkina Faso,Cashewapple,0.0
1014,CPV,Cabo Verde,Cashewapple,0.0
1015,CMR,Cameroon,Cashewapple,0.0
1016,CAN,Canada,Cashewapple,0.0
1017,CAF,Central African Republic,Cashewapple,0.0
1018,CHN,China,Cashewapple,0.0
1019,COL,Colombia,Cashewapple,0.0
1020,CIV,Cote d'Ivoire,Cashewapple,0.0
1021,HRV,Croatia,Cashewapple,0.0
1022,CUB,Cuba,Cashewapple,0.0
1023,CYP,Cyprus,Cashewapple,0.0
1024,CZE,Czechia,Cashewapple,0.0
1025,COD,DR Congo,Cashewapple,0.0
1026,DNK,Denmark,Cashewapple,0.0
1027,DOM,Dominican Republic,Cashewapple,0.0
1028,EGY,Egypt,Cashewapple,0.0
1029,GNQ,Equatorial Guinea,Cashewapple,0.0
1030,EST,Estonia,Cashewapple,0.0
1031,SWZ,Eswatini,Cashewapple,0.0
1032,FJI,Fiji,Cashewapple,0.0
1033,FIN,Finland,Cashewapple,0.0
1034,FRA,France,Cashewapple,0.0
1035,GEO,Georgia,Cashewapple,0.0
1036,DEU,Germany,Cashewapple,0.0
1037,GHA,Ghana,Cashewapple,0.0
1038,GRC,Greece,Cashewapple,0.0
1039,GTM,Guatemala,Cashewapple,0.0
1040,GIN,Guinea,Cashewapple,0.0
1041,GNB,Guinea-Bissau,Cashewapple,0.0
1042,GUY,Guyana,Cashewapple,4.84
1043,HTI,Haiti,Cashewapple,0.0
1044,HKG,Hong Kong,Cashewapple,0.0
1045,HUN,Hungary,Cashewapple,0.0
1046,IND,India,Cashewapple,0.0
1047,IDN,Indonesia,Cashewapple,0.0
1048,IRN,Iran,Cashewapple,0.0
1049,IRQ,Iraq,Cashewapple,0.0
1050,IRL,Ireland,Cashewapple,0.0
1051,ISR,Israel,Cashewapple,0.0
1052,ITA,Italy,Cashewapple,0.0
1053,JAM,Jamaica,Cashewapple,0.0
1054,JPN,Japan,Cashewapple,0.0
1055,JOR,Jordan,Cashewapple,0.0
1056,KEN,Kenya,Cashewapple,0.0
1057,KWT,Kuwait,Cashewapple,0.0
1058,LBN,Lebanon,Cashewapple,0.0
1059,LSO,Lesotho,Cashewapple,0.0
1060,LBR,Liberia,Cashewapple,0.0
1061,LTU,Lithuania,Cashewapple,0.0
1062,LUX,Luxembourg,Cashewapple,0.0
1063,MAC,Macau,Cashewapple,0.0
1064,MDG,Madagascar,Cashewapple,76980.17
1065,MWI,Malawi,Cashewapple,0.0
1066,MYS,Malaysia,Cashewapple,0.0
1067,MDV,Maldives,Cashewapple,0.0
1068,MLI,Mali,Cashewapple,173207.0
1069,MLT,Malta,Cashewapple,0.0
1070,MHL,Marshall Islands,Cashewapple,0.0
1071,MRT,Mauritania,Cashewapple,0.0
1072,MDA,Moldova,Cashewapple,0.0
1073,MOZ,Mozambique,Cashewapple,0.0
1074,MMR,Myanmar,Cashewapple,0.0
1075,NAM,Namibia,Cashewapple,0.0
1076,NPL,Nepal,Cashewapple,0.0
1077,NLD,Netherlands,Cashewapple,0.0
1078,NZL,New Zealand,Cashewapple,0.0
1079,NER,Niger,Cashewapple,0.0
1080,NGA,Nigeria,Cashewapple,0.0
1081,MKD,North Macedonia,Cashewapple,0.0
1082,NOR,Norway,Cashewapple,0.0
1083,OMN,Oman,Cashewapple,0.0
1084,PAK,Pakistan,Cashewapple,0.0
1085,PSE,Palestine,Cashewapple,0.0
1086,PAN,Panama,Cashewapple,0.0
1087,PNG,Papua New Guinea,Cashewapple,0.0
1088,PER,Peru,Cashewapple,0.0
1089,PHL,Philippines,Cashewapple,0.0
1090,POL,Poland,Cashewapple,0.0
1091,PRT,Portugal,Cashewapple,0.0
1092,QAT,Qatar,Cashewapple,0.0
1093,ROU,Romania,Cashewapple,0.0
1094,RUS,Russia,Cashewapple,0.0
1095,RWA,Rwanda,Cashewapple,0.0
1096,SAU,Saudi Arabia,Cashewapple,0.0
1097,SEN,Senegal,Cashewapple,0.0
1098,SRB,Serbia,Cashewapple,0.0
1099,SYC,Seychelles,Cashewapple,0.0
1100,SLE,Sierra Leone,Cashewapple,0.0
1101,SGP,Singapore,Cashewapple,0.0
1102,SVK,Slovakia,Cashewapple,0.0
1103,SVN,Slovenia,Cashewapple,0.0
1104,SOM,Somalia,Cashewapple,0.0
1105,ZAF,South Africa,Cashewapple,0.0
1106,KOR,South Korea,Cashewapple,0.0
1107,SSD,South Sudan,Cashewapple,0.0
